bone	bone_rest_x_global_origin_in_meters	bone_rest_y_global_origin_in_meters	bone_rest_z_global_origin_in_meters	bone_rest_truncated_normalized_basis_axis_x_0	bone_rest_truncated_normalized_basis_axis_x_1	bone_rest_truncated_normalized_basis_axis_x_2	bone_rest_truncated_normalized_basis_axis_y_0	bone_rest_truncated_normalized_basis_axis_y_1	bone_rest_truncated_normalized_basis_axis_y_2	bone_rest_x_global_scale_in_meters	bone_rest_y_global_scale_in_meters	bone_rest_z_global_scale_in_meters	bone_x_global_origin_in_meters	bone_y_global_origin_in_meters	bone_z_global_origin_in_meters	bone_truncated_normalized_basis_axis_x_0	bone_truncated_normalized_basis_axis_x_1	bone_truncated_normalized_basis_axis_x_2	bone_truncated_normalized_basis_axis_y_0	bone_truncated_normalized_basis_axis_y_1	bone_truncated_normalized_basis_axis_y_2	bone_x_global_scale_in_meters	bone_y_global_scale_in_meters	bone_z_global_scale_in_meters	bone_parent_x_global_origin_in_meters	bone_parent_y_global_origin_in_meters	bone_parent_z_global_origin_in_meters	bone_parent_truncated_normalized_basis_axis_x_0	bone_parent_truncated_normalized_basis_axis_x_1	bone_parent_truncated_normalized_basis_axis_x_2	bone_parent_truncated_normalized_basis_axis_y_0	bone_parent_truncated_normalized_basis_axis_y_1	bone_parent_truncated_normalized_basis_axis_y_2	bone_parent_x_global_scale_in_meters	bone_parent_y_global_scale_in_meters	bone_parent_z_global_scale_in_meters	bone_hierarchy	specification_version	label
Hips	0	0	0	-1	0	0.00000008742278	0	1	0	1	1	1	0	0.94476372003555	-0.00349754095078	1	0	0	0	1	0	1	1	1	0	0.94476372003555	-0.00349754095078	1	0	0	0	1	0	1	1	1	Hips LeftSkirtB LeftUpperLeg LeftLowerLeg LeftFoot LeftToes LeftSkirtF RightSkirtB RightUpperLeg RightLowerLeg RightFoot RightToes RightSkirtF Spine Chest UpperChest LeftBreast LeftShoulder LeftUpperArm LeftLowerArm LeftHand LeftIndex1 LeftIndex2 LeftIndex3 LeftMiddle1 LeftMiddle2 LeftMiddle3 LeftPinky1 LeftPinky2 LeftPinky3 LeftRing1 LeftRing2 LeftRing3 LeftThumb1 LeftThumb2 LeftThumb3 LeftLowerArmTwist01 LeftLowerArmTwist02 Neck Head eyebrows_L eyebrows_R hair_twin01.L hair_twin02.L hair_twin01.R hair_twin02.R HairBangs01 HairBangs02 LeftEye mouth teeth_lower teeth_upper tongue01 tongue02 tongue03 RightEye RightBreast RightShoulder RightUpperArm RightLowerArm RightHand RightIndex1 RightIndex2 RightIndex3 RightMiddle1 RightMiddle2 RightMiddle3 RightPinky1 RightPinky2 RightPinky3 RightRing1 RightRing2 RightRing3 RightThumb1 RightThumb2 RightThumb3 RightLowerArmTwist01 RightLowerArmTwist02 Wing.L Wing.R 		hips
LeftSkirtB	-0.07617425173521	-0.07617425173521	-0.07617425173521	1	0	0	0	1	0	1	1	1	-0.07617425173521	1.02898299694061	0.05414831638336	1	0	0	0	1	0	1	1	1	-0.07617425173521	1.02898299694061	0.05414831638336	1	0	0	0	1	0	1	1	1	Hips LeftSkirtB LeftUpperLeg LeftLowerLeg LeftFoot LeftToes LeftSkirtF RightSkirtB RightUpperLeg RightLowerLeg RightFoot RightToes RightSkirtF Spine Chest UpperChest LeftBreast LeftShoulder LeftUpperArm LeftLowerArm LeftHand LeftIndex1 LeftIndex2 LeftIndex3 LeftMiddle1 LeftMiddle2 LeftMiddle3 LeftPinky1 LeftPinky2 LeftPinky3 LeftRing1 LeftRing2 LeftRing3 LeftThumb1 LeftThumb2 LeftThumb3 LeftLowerArmTwist01 LeftLowerArmTwist02 Neck Head eyebrows_L eyebrows_R hair_twin01.L hair_twin02.L hair_twin01.R hair_twin02.R HairBangs01 HairBangs02 LeftEye mouth teeth_lower teeth_upper tongue01 tongue02 tongue03 RightEye RightBreast RightShoulder RightUpperArm RightLowerArm RightHand RightIndex1 RightIndex2 RightIndex3 RightMiddle1 RightMiddle2 RightMiddle3 RightPinky1 RightPinky2 RightPinky3 RightRing1 RightRing2 RightRing3 RightThumb1 RightThumb2 RightThumb3 RightLowerArmTwist01 RightLowerArmTwist02 Wing.L Wing.R 		hips
LeftUpperLeg	-0.06717037409544	-0.06717037409544	-0.06717037409544	1	0	0	0	1	0	1	1	1	-0.06717037409544	0.97496539354324	-0.00253909826279	1	0	0	0	1	0	1	1	1	-0.06717037409544	0.97496539354324	-0.00253909826279	1	0	0	0	1	0	1	1	1	Hips LeftSkirtB LeftUpperLeg LeftLowerLeg LeftFoot LeftToes LeftSkirtF RightSkirtB RightUpperLeg RightLowerLeg RightFoot RightToes RightSkirtF Spine Chest UpperChest LeftBreast LeftShoulder LeftUpperArm LeftLowerArm LeftHand LeftIndex1 LeftIndex2 LeftIndex3 LeftMiddle1 LeftMiddle2 LeftMiddle3 LeftPinky1 LeftPinky2 LeftPinky3 LeftRing1 LeftRing2 LeftRing3 LeftThumb1 LeftThumb2 LeftThumb3 LeftLowerArmTwist01 LeftLowerArmTwist02 Neck Head eyebrows_L eyebrows_R hair_twin01.L hair_twin02.L hair_twin01.R hair_twin02.R HairBangs01 HairBangs02 LeftEye mouth teeth_lower teeth_upper tongue01 tongue02 tongue03 RightEye RightBreast RightShoulder RightUpperArm RightLowerArm RightHand RightIndex1 RightIndex2 RightIndex3 RightMiddle1 RightMiddle2 RightMiddle3 RightPinky1 RightPinky2 RightPinky3 RightRing1 RightRing2 RightRing3 RightThumb1 RightThumb2 RightThumb3 RightLowerArmTwist01 RightLowerArmTwist02 Wing.L Wing.R 		leftUpperLeg
LeftLowerLeg	0.00700430572033	0.00700430572033	0.00700430572033	1	0	0	0	1	0	1	1	1	-0.06016606837511	0.59669905900955	-0.0130986571312	1	0	0	0	1	0	1	1	1	-0.06016606837511	0.59669905900955	-0.0130986571312	1	0	0	0	1	0	1	1	1	Hips LeftSkirtB LeftUpperLeg LeftLowerLeg LeftFoot LeftToes LeftSkirtF RightSkirtB RightUpperLeg RightLowerLeg RightFoot RightToes RightSkirtF Spine Chest UpperChest LeftBreast LeftShoulder LeftUpperArm LeftLowerArm LeftHand LeftIndex1 LeftIndex2 LeftIndex3 LeftMiddle1 LeftMiddle2 LeftMiddle3 LeftPinky1 LeftPinky2 LeftPinky3 LeftRing1 LeftRing2 LeftRing3 LeftThumb1 LeftThumb2 LeftThumb3 LeftLowerArmTwist01 LeftLowerArmTwist02 Neck Head eyebrows_L eyebrows_R hair_twin01.L hair_twin02.L hair_twin01.R hair_twin02.R HairBangs01 HairBangs02 LeftEye mouth teeth_lower teeth_upper tongue01 tongue02 tongue03 RightEye RightBreast RightShoulder RightUpperArm RightLowerArm RightHand RightIndex1 RightIndex2 RightIndex3 RightMiddle1 RightMiddle2 RightMiddle3 RightPinky1 RightPinky2 RightPinky3 RightRing1 RightRing2 RightRing3 RightThumb1 RightThumb2 RightThumb3 RightLowerArmTwist01 RightLowerArmTwist02 Wing.L Wing.R 		leftLowerLeg
LeftFoot	0.01478010416031	0.01478010416031	0.01478010416031	1	0	0	0	1	0	1	1	1	-0.0453859642148	0.19281107187271	0.0090499818325	1	0	0	0	1	0	1	1	1	-0.0453859642148	0.19281107187271	0.0090499818325	1	0	0	0	1	0	1	1	1	Hips LeftSkirtB LeftUpperLeg LeftLowerLeg LeftFoot LeftToes LeftSkirtF RightSkirtB RightUpperLeg RightLowerLeg RightFoot RightToes RightSkirtF Spine Chest UpperChest LeftBreast LeftShoulder LeftUpperArm LeftLowerArm LeftHand LeftIndex1 LeftIndex2 LeftIndex3 LeftMiddle1 LeftMiddle2 LeftMiddle3 LeftPinky1 LeftPinky2 LeftPinky3 LeftRing1 LeftRing2 LeftRing3 LeftThumb1 LeftThumb2 LeftThumb3 LeftLowerArmTwist01 LeftLowerArmTwist02 Neck Head eyebrows_L eyebrows_R hair_twin01.L hair_twin02.L hair_twin01.R hair_twin02.R HairBangs01 HairBangs02 LeftEye mouth teeth_lower teeth_upper tongue01 tongue02 tongue03 RightEye RightBreast RightShoulder RightUpperArm RightLowerArm RightHand RightIndex1 RightIndex2 RightIndex3 RightMiddle1 RightMiddle2 RightMiddle3 RightPinky1 RightPinky2 RightPinky3 RightRing1 RightRing2 RightRing3 RightThumb1 RightThumb2 RightThumb3 RightLowerArmTwist01 RightLowerArmTwist02 Wing.L Wing.R 		leftFoot
LeftToes	0.00663254782557	0.00663254782557	0.00663254782557	1	0	0	0	1	0	1	1	1	-0.03875341638923	0.05506575107574	-0.06971216201782	1	0	0	0	1	0	1	1	1	-0.03875341638923	0.05506575107574	-0.06971216201782	1	0	0	0	1	0	1	1	1	Hips LeftSkirtB LeftUpperLeg LeftLowerLeg LeftFoot LeftToes LeftSkirtF RightSkirtB RightUpperLeg RightLowerLeg RightFoot RightToes RightSkirtF Spine Chest UpperChest LeftBreast LeftShoulder LeftUpperArm LeftLowerArm LeftHand LeftIndex1 LeftIndex2 LeftIndex3 LeftMiddle1 LeftMiddle2 LeftMiddle3 LeftPinky1 LeftPinky2 LeftPinky3 LeftRing1 LeftRing2 LeftRing3 LeftThumb1 LeftThumb2 LeftThumb3 LeftLowerArmTwist01 LeftLowerArmTwist02 Neck Head eyebrows_L eyebrows_R hair_twin01.L hair_twin02.L hair_twin01.R hair_twin02.R HairBangs01 HairBangs02 LeftEye mouth teeth_lower teeth_upper tongue01 tongue02 tongue03 RightEye RightBreast RightShoulder RightUpperArm RightLowerArm RightHand RightIndex1 RightIndex2 RightIndex3 RightMiddle1 RightMiddle2 RightMiddle3 RightPinky1 RightPinky2 RightPinky3 RightRing1 RightRing2 RightRing3 RightThumb1 RightThumb2 RightThumb3 RightLowerArmTwist01 RightLowerArmTwist02 Wing.L Wing.R 		leftToes
LeftSkirtF	-0.02229753881693	-0.02229753881693	-0.02229753881693	1	0	0	0	1	0	1	1	1	-0.08946791291237	0.99548524618149	-0.09490293264389	1	0	0	0	1	0	1	1	1	-0.08946791291237	0.99548524618149	-0.09490293264389	1	0	0	0	1	0	1	1	1	Hips LeftSkirtB LeftUpperLeg LeftLowerLeg LeftFoot LeftToes LeftSkirtF RightSkirtB RightUpperLeg RightLowerLeg RightFoot RightToes RightSkirtF Spine Chest UpperChest LeftBreast LeftShoulder LeftUpperArm LeftLowerArm LeftHand LeftIndex1 LeftIndex2 LeftIndex3 LeftMiddle1 LeftMiddle2 LeftMiddle3 LeftPinky1 LeftPinky2 LeftPinky3 LeftRing1 LeftRing2 LeftRing3 LeftThumb1 LeftThumb2 LeftThumb3 LeftLowerArmTwist01 LeftLowerArmTwist02 Neck Head eyebrows_L eyebrows_R hair_twin01.L hair_twin02.L hair_twin01.R hair_twin02.R HairBangs01 HairBangs02 LeftEye mouth teeth_lower teeth_upper tongue01 tongue02 tongue03 RightEye RightBreast RightShoulder RightUpperArm RightLowerArm RightHand RightIndex1 RightIndex2 RightIndex3 RightMiddle1 RightMiddle2 RightMiddle3 RightPinky1 RightPinky2 RightPinky3 RightRing1 RightRing2 RightRing3 RightThumb1 RightThumb2 RightThumb3 RightLowerArmTwist01 RightLowerArmTwist02 Wing.L Wing.R 		leftToes
RightSkirtB	0.07617425918579	0.07617425918579	0.07617425918579	1	0	0	0	1	0	1	1	1	0.07617425918579	1.02898299694061	0.05414831638336	1	0	0	0	1	0	1	1	1	0.07617425918579	1.02898299694061	0.05414831638336	1	0	0	0	1	0	1	1	1	Hips LeftSkirtB LeftUpperLeg LeftLowerLeg LeftFoot LeftToes LeftSkirtF RightSkirtB RightUpperLeg RightLowerLeg RightFoot RightToes RightSkirtF Spine Chest UpperChest LeftBreast LeftShoulder LeftUpperArm LeftLowerArm LeftHand LeftIndex1 LeftIndex2 LeftIndex3 LeftMiddle1 LeftMiddle2 LeftMiddle3 LeftPinky1 LeftPinky2 LeftPinky3 LeftRing1 LeftRing2 LeftRing3 LeftThumb1 LeftThumb2 LeftThumb3 LeftLowerArmTwist01 LeftLowerArmTwist02 Neck Head eyebrows_L eyebrows_R hair_twin01.L hair_twin02.L hair_twin01.R hair_twin02.R HairBangs01 HairBangs02 LeftEye mouth teeth_lower teeth_upper tongue01 tongue02 tongue03 RightEye RightBreast RightShoulder RightUpperArm RightLowerArm RightHand RightIndex1 RightIndex2 RightIndex3 RightMiddle1 RightMiddle2 RightMiddle3 RightPinky1 RightPinky2 RightPinky3 RightRing1 RightRing2 RightRing3 RightThumb1 RightThumb2 RightThumb3 RightLowerArmTwist01 RightLowerArmTwist02 Wing.L Wing.R 		leftToes
RightUpperLeg	0.06717035919428	0.06717035919428	0.06717035919428	1	0	0	0	1	0	1	1	1	0.06717035919428	0.97496539354324	-0.00253909826279	1	0	0	0	1	0	1	1	1	0.06717035919428	0.97496539354324	-0.00253909826279	1	0	0	0	1	0	1	1	1	Hips LeftSkirtB LeftUpperLeg LeftLowerLeg LeftFoot LeftToes LeftSkirtF RightSkirtB RightUpperLeg RightLowerLeg RightFoot RightToes RightSkirtF Spine Chest UpperChest LeftBreast LeftShoulder LeftUpperArm LeftLowerArm LeftHand LeftIndex1 LeftIndex2 LeftIndex3 LeftMiddle1 LeftMiddle2 LeftMiddle3 LeftPinky1 LeftPinky2 LeftPinky3 LeftRing1 LeftRing2 LeftRing3 LeftThumb1 LeftThumb2 LeftThumb3 LeftLowerArmTwist01 LeftLowerArmTwist02 Neck Head eyebrows_L eyebrows_R hair_twin01.L hair_twin02.L hair_twin01.R hair_twin02.R HairBangs01 HairBangs02 LeftEye mouth teeth_lower teeth_upper tongue01 tongue02 tongue03 RightEye RightBreast RightShoulder RightUpperArm RightLowerArm RightHand RightIndex1 RightIndex2 RightIndex3 RightMiddle1 RightMiddle2 RightMiddle3 RightPinky1 RightPinky2 RightPinky3 RightRing1 RightRing2 RightRing3 RightThumb1 RightThumb2 RightThumb3 RightLowerArmTwist01 RightLowerArmTwist02 Wing.L Wing.R 		rightUpperLeg
RightLowerLeg	-0.00700488314033	-0.00700488314033	-0.00700488314033	1	0	0	0	1	0	1	1	1	0.06016547605395	0.59669923782349	-0.01309889554977	1	0	0	0	1	0	1	1	1	0.06016547605395	0.59669923782349	-0.01309889554977	1	0	0	0	1	0	1	1	1	Hips LeftSkirtB LeftUpperLeg LeftLowerLeg LeftFoot LeftToes LeftSkirtF RightSkirtB RightUpperLeg RightLowerLeg RightFoot RightToes RightSkirtF Spine Chest UpperChest LeftBreast LeftShoulder LeftUpperArm LeftLowerArm LeftHand LeftIndex1 LeftIndex2 LeftIndex3 LeftMiddle1 LeftMiddle2 LeftMiddle3 LeftPinky1 LeftPinky2 LeftPinky3 LeftRing1 LeftRing2 LeftRing3 LeftThumb1 LeftThumb2 LeftThumb3 LeftLowerArmTwist01 LeftLowerArmTwist02 Neck Head eyebrows_L eyebrows_R hair_twin01.L hair_twin02.L hair_twin01.R hair_twin02.R HairBangs01 HairBangs02 LeftEye mouth teeth_lower teeth_upper tongue01 tongue02 tongue03 RightEye RightBreast RightShoulder RightUpperArm RightLowerArm RightHand RightIndex1 RightIndex2 RightIndex3 RightMiddle1 RightMiddle2 RightMiddle3 RightPinky1 RightPinky2 RightPinky3 RightRing1 RightRing2 RightRing3 RightThumb1 RightThumb2 RightThumb3 RightLowerArmTwist01 RightLowerArmTwist02 Wing.L Wing.R 		rightLowerLeg
